org	name	tbl1	tbl2	tbl3	tbl4	tbl5	tbl6	value1	value2	value3	value4	value5	value6	desc1	desc2	desc3	desc4	type	text1	text2	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9	perm10	perm11	perm12	perm13	perm14	perm15	perm16	perm17	perm18	perm19	perm20	oleptr	desc5	desc6	desc7	desc8	tbl7	tbl8	tbl9	tbl10	tbl11	tbl12	tbl13	tbl14	tbl15	tbl16	value7	value8	value9	value10	value11	value12	value13	value14	value15
MF_25	BRFS - Acct - Target True-up for EBS Costs													Accounting				N	This package reduces the Division's general fund target by $17,497 to re-align EBS budgets within the Bureau of Revenue and Financial Services (BRFS).  Following the initial creation of BRFS, EBS charges for both Debt Management and Treasury were historically allocated and budgeted within the Accounting division.  Beginning in FY 2016-17, these EBS costs will be removed from Accounting's budget and charged to the Debt Management and Treasury.  This package will reduce the Accounting division's general fund target accordingly.	The reduction in general fund target for EBS re-alignment will have a net zero impact on the Accounting division's budget, as both expenses (EBS costs) and revenue will be reduced by $17,497 and these costs have been built in to the base budgets for Debt Management and Treasury.																												Y			INCLUDE	01	REDUCTION											
MF_26	BRFS Reorganization - Debt and Treasury													Debt and Treasury				N	"In 2016, the Public Finance & Treasury Division is being separated into two divisions: the Treasury Division and the Debt Management Division.  This decision package realigns the cost of the City Treasurer position, and associated materials and services, to be fully funded from the Treasury Division.  Previously, these costs were shared equally between Treasury and Debt Management.

The Treasury Division is predominantly funded by investment earnings from the portfolio they manage.  Debt Management is funded by interagency agreements (and one intergovernmental agreement) with the customers who use their services.  While this package has a net zero impact on the City budget overall, it does shift $118,521 from interagency/intergovernmental funding to interest earnings.  
"	This package is a net zero realignment of $118,521 from interagency/intergovernmental funding to interest earnings.  Under the new structure, the Treasurer will retain responsibility for all day-to-day treasury and investment functions and will continue focusing on PCI compliance, support of the City’s Socially Responsible Investment Committee, development of policies and practices around cash handling and payment processing efficiencies, and continued focus on policies/practices affecting the City’s PERS liability.  The Debt Manager will focus on supporting and facilitating the short and long-term financing needs of City bureaus, assuring IRS rebate and ongoing disclosure compliance for the City’s outstanding debt, and assisting in the development of financing plans and options for the City’s infrastructure and development programs.																												Y			INCLUDE	01	REALIGN											
MF_27	BIBS Admin - Staff to the ECPC													BIBS				N	"The Equitable Contracting and Purchasing Commission (ECPC) was established by Ordinance #187030 to focus on increasing use of minorities and women-owned businesses in City contracting, and increasing inclusion of minorities and women in the workforce on City funded projects. Staff support performs professional level administrative support and works with the ECPC Chair, Procurement Services Division, City bureaus, and external agencies in project-based work. 

This package requests General Fund discretionary funding, in the form of a cash transfer to BIBS Adminstration, for a half-time Community Service Aide (CSA) position to provide this staff support.  The position is currently funded one-time within BIBS and this decision package would make funding ongoing through the General Fund.  The General Fund is a more appropriate funding source for this work.			
					
					
					
					
					
					
					
					
					
"	The CSA will support the goals, expectations, and mission of the Equitable Contracting and Purchasing Commission and performs duties accordingly. The CSA will perform professional-level administrative support and works with the ECPC Chair, Procurement Division, City bureaus, and external agencies in project-based work as requested. The position will provide technical administrative support to ECPC which requires exercise of independent judgment and initiative. Provision of administrative support includes, but is not limited to: coordinates office management activities for the commission, assists internal and external customers, resolves issues, prepares research data, schedules meetings, maintains the ECPC's calendar, coordinates meetings and agendas, and types and/or composes letters.																												Y			INCLUDE	07	ADDS											
MF_28	BRFS - Treasury - Soc Responsible Inv Research													Treasury				N	"In December 2014, Council approved Resolution #37102 to form a permanent Socially Responsible Investments Committee of community members to recommend corporate debt issuers for inclusion on, or removal from, the City's Corporate Securities Do-Not-Buy List.  In the Resolution, “The City Treasurer is directed to identify and procure a research subscription(s) that best addresses the socially responsible investment principles established by City Council…” so that the Committee can form its recommendations to Council.  This decision package requests funds to pay for an ongoing subscription to this research.  

In order to make recommendations to Council, the Committee needs to consult research about social- and values-based investing, including composite scoring that weighs the relative importance of individual issues and criteria for the corporate debt issuers eligible for the City's direct investment.  This decision package will fund the ongoing subscription costs of this research, and will support the Mayor's priority of equity and opportunity."	Approval of this decision package will allow the City's new Socially Responsible Investments Committee to have specialized investment research on which to base its recommendations.  Approval of this decision package will provide Treasury with ongoing funding necessary for this annual research subscription and allow it to continue to provide banking services at current service levels.  Since Treasury is funded with investment earnings, this package will decrease the net investment earnings distributed to City funds.																												Y			INCLUDE	06	ADDS											
MF_29	BRFS - Rev - Utility Franchise/Wireless Support													Revenue				N	"Office for Community Technology (OCT) of the Revenue Division maintains over 50 utility franchise agreements. Utility franchise agreements can often take six months or more to negotiate. This decision package will eliminate external resources to assist in addressing the ten backlogged utility franchise negotiations (as of 12/16/2015) and in implementing potential new FCC rules affecting local permitting procedures and policies on wireless siting by commercial wireless carriers.

In FY 2014-15, approximately $56 million was collected from these franchise agreements.  Of the FY 2014-15 total collection, approximately $1.8 million was collected from the ten companies with backlogged franchise negotiations.  If this cut is taken, OCT will be delayed in updating the backlog of utility franchises with antiquated, narrow definitions of gross revenue resulting in a lower base on which the tax is computed.  Furthermore OCT negotiates fiber and conduit assets for IRNE as part of the franchise program.  Updating the franchises may result in additional conduit and fiber assets for IRNE.  Because of other workload, OCT staff relies on external resources to assist with renegotiations.  This package reduces funding for Professional Services by $17,181, the TelecommUnity subscription by $2,500, and Travel by $1,500.  This is a substantial portion of external resources available for franchise renewal assistance."	Potential impacts include lost General Fund revenue from an outdated utility franchise tax base, conduit and fiber assets for IRNE not being realized, and potential legal risk as local wireless rules may not be consistent with new federal rules.  If this cut is taken, the ability to advocate and protect authority to collect franchise fees, manage the right of way, and maintain local zoning authority for wireless will be reduced.  These efforts support the Portland Plan (# 59 and #105) and are also listed in the draft Comprehensive Plan.																												Y			INCLUDE	13	REDUCTION											
MF_30	BRFS - Rev - Portland Community Media													Revenue				N	"There is a $865,957 grant between the City of Portland and Portland Community Media (PCM) to provide financial and technology resources dedicated for public, educational, and government uses by access providers as designated by the City.  This decision package reduces the grant by approximately 5%, which will cut 0.7 FTE in PCM.  PCM implements Digital Inclusion strategies from the City's Broadband Strategic Plan, Portland Plan (#61) and draft Comprehensive Plan.  The cut will eliminate PCM's staff capacity to address digital inclusion. 

PCM provides digital literacy training and access to computers and the internet for at risk and disadvantaged populations within the Portland region. PCM works with culturally-specific/responsive organizations to structure training that meets these populations' needs. This might include, among other considerations, language specific translation, holding trainings at organization sites, and culturally relevant content.  This reduction package will result in a reduction in services to these underserved populations.

PCM connects people to media technologies and ensures equitable access for communities to share their stories, viewpoints and culture for the purpose of promoting broad participation in our civic and cultural life. PCM achieves equity and inclusion goals by developing partnerships with non-profits who serve those members of society who have been, and continue to be, underserved and underrepresented. Through these partnerships PCM builds a strong mission aligned network working toward city-wide goals of inclusion. 

The reduction eliminates 0.7 FTE position in PCM focused on establishing the partnerships foundational to the digital inclusion work. PCM will not be able to build partnerships with non-profits in order to deliver digital literacy training and provide internet access to these underserved communities. The workload associated with this staff position includes outreach to non-profits, determining resources, establishing the scope of the shared project based on the needs of the participants (which may include culturally specific education and language translation), and ongoing assessment of impact and ongoing support to the underserved community.
"	"PCM implements Digital Inclusion strategies from the City's Broadband Strategic Plan, Portland Plan (#61) and draft Comprehensive Plan.  PCM's digital literacy training programs and inclusion strategies have expanded and gained momentum. The cut will eliminate PCM's staff capacity to address digital inclusion.

Specifically, PCM will not be able to fulfill its short-term goals of partnering with eight community organizations — to serve an estimated 130 youth and adults — with targeted digital literacy training and support to enable their effective use of computers / Internet / multimedia tools for essential functions, such as accessing health information, applying for jobs, conducting research for school projects, and learning more about / participating in civic affairs. The eight community organization partnerships that would end include seven current partnerships with groups serving the homeless, LGBT, low income Spanish speakers, and disadvantaged youth.  

In addition to eliminating services to approximately 130 youth and adults next year, there is a ripple effect for our partner organizations. For example, PCM has been providing Internet Essentials training in partnership with Hacienda CDC and Voz, enabling day laborers and their families, and other low income Latinos, to learn digital literacy skills and access education, job information, immigration information, and opportunities to participate in cultural and civic affairs. These non-profits will no longer be able to offer their clients the digital literacy training and support that PCM currently provides.
"																												Y			INCLUDE	12	REDUCTION											
MF_31	BRFS - Rev - Support Revenue Collection													Revenue				N	"This decision package requests 1 additional FTE for the Unregistered Compliance Team (UCT), 1 FTE for regulating and taxing short term rental activities, and 1 FTE for a Limited Term Revenue Auditor dedicated to auditing the Franchise Management and Utility License Programs.  

A)  This request adds 1.0 FTE RTS III position for the Unregistered Compliance Team (UCT).  The position would be responsible for obtaining business license tax compliance from unregistered businesses which cannot be pursued due to current staffing levels.

The primary focus of the UCT is to find businesses that appear to be subject to the City/County business income tax, but that are not registered with the Revenue Division.  To identify potential unregistered businesses, UCT researches “leads” generated by data matches (dataset comparisons) with other governmental agencies.  Data matches lead to a list of potential unregistered businesses that then need research and follow-up to verify compliance.  UCT works with these prospective taxpayers until they are registered or determined not to be subject to tax.  There are currently five FTE authorized on the team (including one FTE temporarily assigned to short-term rental enforcement).

The Division consistently has thousands more businesses to investigate than it has resources to dedicate to doing so.  Data matching and UCT follow-up is a proven, successful strategy used by the Division to increase taxpayer compliance and has resulted in $15 million in additional City General Fund revenues (over $24 million including Multnomah County collections) over the past 10 years.  Without additional staff focused on these leads, the City and County forego revenue that is otherwise due them.  Adding this position to the UCT team is expected to favorably impact (by reducing) the Business License Tax Gap, one of the City's key performance measures.

The Revenue Division currently has nearly 3,000 leads that it does not have the staff available to follow up on.  If not pursued, there is a strong likelihood that the revenues will never be collected.  As time lapses, it is difficult and often impossible to collect on old receivables as taxpayers go out of business, etc.

B)  This request adds 1.0 FTE RTS IV position for regulating and taxing short term rental activities.  On January 21, 2015, City Council approved Ordinance #186985, which clarified and expanded Revenue Division authority to regulate and tax short term rental activities conducted through booking agent websites such as Airbnb.com and HomeAway.com. The ordinance findings included the Division’s intent to request an additional 1.0 FTE for enforcement activities related to the thousands of hosts operating illegally in Portland.  The Division first requested this additional position in the FY 2015-16 Fall BMP, but the City Budget Office recommended deferral to the FY 2016-17 budget development process to request on-going resources for this position.

There are currently 3,000 to 3,500 short term rental listings across websites such as Airbnb.com and HomeAway.com in violation of City Code and the Division lacks the staff resources necessary to identify and follow up with this many violations. Enforcement has generally taken a two-pronged approach; the Division is in various phases of enforcement both with booking agent websites and individual local “hosts” listing rentals on the websites.  Host enforcement is complicated by the fact that booking agent websites obscure identity and address information for host listings. Booking agent websites have thus far refused to divulge this information to the Division. Since February, the Division has mailed approximately 250 warning and violation notices to booking agent websites and their associated local hosts by reallocating resources from other tax collection units.  The Division is also engaged in enforcement directly with booking agent websites, including litigation.  Continued enforcement requires a dedicated, full-time employee (Revenue and Taxation Specialist IV).  Currently 1.0 FTE from the Division's UCT team has been temporarily pulled from their usual tasks to assist full-time on this project. An estimated $400,000 in UCT revenue will be lost if this request is not authorized by Council, per the discussion in the Fall BuMP.

The bulk of the activities associated with the position include identifying and notifying hosts of their obligations to collect and remit taxes, investigating booking agent websites for compliance issues, and working closely with the Bureau of Development Services to ensure fire/life/safety inspections occur. The position also provides ongoing customer service and education for hosts requesting assistance to come into compliance.







C)  This request continues one-time funding for 1.0 FTE Limited-Term Revenue Auditor position.  This request is for a second year of one-time funding for a Limited Term Revenue Auditor dedicated to perform audits annually for the Franchise Management and Utility License Programs, which generate over $82 million annually in General Fund revenue. The Auditor has already initiated 12 new audits since being hired in September to help address a backlog of audits.  These 12 companies pay the General Fund approximately $31 million annually, so even a minor audit adjustment for one of these companies will result in a substantial audit recovery for the City.  

The Franchise Management and Utility License Programs manage over 50 franchise agreements and over 100 licensees.  Because of staffing and retirements, very few audits were initiated between mid-2013 and the hiring of this Limited-Term Revenue Auditor in FY 2015-16.  Approximately 46 out of 50 franchisees and 150 utility licensees should be audited.  Franchisees have a restriction on the period for audits ranging from 2 to 5 years (depending on the agreement), and utility licensees have a 3 year restriction through City code.  The position will continue to perform audits in order to address the backlog before these limitations expire, and ensure ongoing compliance by franchisees and licensees going forward.  Assuming a successful net ROI on the position, the Division intends to request on-going funding for this position during the FY 2017-18 budget development process.
"	"This add package will result in increased revenue for the General Fund well in excess of its expense.  The UCT position will work to collect taxes owed from unregistered businesses and is expected to deliver a net positive return on investment for the General Fund of at least 2:1 (4:1 including Multnomah County).  The short term rental position will work to enforce regulations and tax compliance for thousands of local short term rental locations, in accordance with City Council Ordinance #186985 (passed in January of 2015).  Tax collections in FY 2014-15 from short term rentals exceeded $1.2 million and is expected to increase in FY 2015-16.  The Franchise Management and Utility License Programs generate over $82 million annually in General Fund revenue.  The Auditor position is expected to deliver a net positive return on investment for the General Fund.

Based on an audit conducted by outside consultants in 2010, at the request of the City Budget Office, it was confirmed that marginal Revenue and Tax Specialist positions in the Revenue Division create a net positive return on investment of at least 4:1; 2:1 for the City and 2:1 for Multnomah County.  Based on these findings and tax collection workload in excess of current staff capacity, we expect both the 1.0 FTE RTS III position for the Unregistered Compliance Team (UCT) and the 1.0 FTE RTS IV position for regulating and taxing short term rental activities will generate a net positive return on investment of at least 2:1 (4:1 including Multnomah County).  

Similarly, we expect the 1.0 FTE Limited-Term Revenue Auditor position will generate a positive net ROI for the General Fund.  Historically, audit recovery dollars have always exceeded cost as audits may impact both one-time and ongoing general revenues.  In addition, maintaining a schedule of regular audits is critical to ensuring that franchisees and licensees are adhering to the franchise and code terms.
"																												Y			INCLUDE	02	ADDS											
MF_32	BRFS - Rev - IRS Data Exchange													Revenue				N	"This decision package requests 2.0 FTE and related BTS costs associated with the IRS Data Exchange Program, allowing the Revenue Division to continue to receive federal taxpayer information (FTI).

The Revenue Division received an Innovation Fund grant in FY 2013-2014 to implement an agreement with the IRS Government Liaison Data Exchange Program (GLDEP) to receive FTI.  Much of that grant was carried over to FY 2014-2015.  In FY 2015-2016 when the grant was exhausted, the Division received one-time funding to continue implementation efforts.  In each fiscal year including the initial Innovation Fund request, Revenue signaled this program must receive ongoing funding to achieve ongoing return on investment.  This program allows the Revenue Division to receive FTI directly from the IRS to administer and collect tax revenues for the City and County.  This program is projected to increase compliance with all income tax programs and raise additional on-going General Fund business tax revenues from $780,000 to $2.3 million annually, in addition to additional revenues for Multnomah County and the Arts Education and Access Fund.  The Division is currently receiving FTI and has tentatively identified thousands of businesses that appear to be out of compliance with the City and County tax codes.  The Division will begin contacting these taxpayers in February to collect unpaid taxes.  
  
Because of the significant safeguarding and security procedures that must be performed by the Revenue Division to continue receiving FTI (detailed in IRS Pub 1075), the Division requires 1.0 FTE IRS Liaison and Disclosure Officer (Senior Management Analyst) to provide required training, auditing, compliance reporting, activity logging, monitoring, IT coordination, and interactions with the IRS Office of Safeguards and Office of Disclosures, and the IRS GLDEP Liaison to ensure that the City is meeting these security and safeguarding requirements.  Without this position, the Division will not be able to continue participating in this program, resulting in the loss of tax revenues and the opportunity to reduce the tax compliance burden on our taxpayers.

As the Division continues to implement the GLDEP in the current year, it has also become apparent that ongoing integration, security, and application development and maintenance workload requires 1.0 FTE Business Systems Analyst to ensure the program's success. 

1.0 FTE IRS Liaison and Disclosure Officer (Senior Management Analyst) position = $129,000
1.0 FTE Business Systems Analyst position = $122,000
External materials and supplies = $36,073
Internal materials and supplies = $8,300
BTS costs to maintain the FTI system = $148,927 
Mailings = $52,000
Total = $496,300
"	"This additional data will allow the Revenue Division to identify outstanding tax liabilities and increase collections.  Increased General Fund revenue is expected to range from approximately $780,000 to $2.3 million ongoing.  A similar increase is expected for Multnomah County. One-time audit recoveries are also expected to be substantial but cannot be estimated at this time.  The primary benefits of this IRS data exchange are:

1) A significant increase in compliance with all local income taxes administered by the Revenue Division, because key income and filing information will no longer be unknown and unverified.  This is especially important in the identification of taxpayers that have never filed tax returns with the Division.  The Division conservatively estimates a compliance increase of 1-3% for business income taxes and up to 5% for the Arts Education and Access Income Tax (Arts Tax), translating into millions of dollars of increased annual revenue for Portland and Multnomah County general funds, and the Arts Tax fund.  Using the midpoint of expected increased General Fund revenues, the Division estimates a decrease in the Business License Tax Gap of $1.5 million if this package is approved.  Substantial one-time revenues are also anticipated from taxpayers that have been operating businesses in Portland for years without paying taxes.

2) Authorization to receive FTI is a necessary step to achieve Modernized eFiling (MeF); MeF is the secure electronic receipt of tax filings from taxpayers using applications like TurboTax.  A substantial reduction in tax filing burden for hundreds of thousands of local taxpayers will occur when MeF is implemented in cooperation with the Oregon Department of Revenue.  Thousands of taxpayers will no longer need to fill out separate forms and mail copies of tax returns and other papers to the Revenue Division.  Other benefits include increased physical security of tax payments resulting from a higher number of taxpayers paying electronically rather than by check."																												Y			INCLUDE	01	ADDS											
MF_33	BIBS Facilities - Jerome Sears Bldg Immediate Oc													Facilities				N	This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: "Make immediate occupancy improvements to mechanical systems, emergency power systems, and fire protection systems, plus ADA and restroom improvements required for long-term occupancy.  These improvements continue work started when $1 million was approved in the FY 2015-16 Fall BMP for immediate occupancy improvements required for use of the facility as a temporary homeless shelter.  Completion of this project will allow for continued development of the planned Westside Operations Center, as well as provide lease revenue to offset operations and maintenance costs. Having emergency response operations located in the Sears facility is considered to be essential for continuity of critical city operations on the west side of the Willamette River in the event of an emergency."																													Y			INCLUDE	NA	ADDS											
MF_34	BIBS Facilities - PSU/City Jasmine Block feasibi													Facilities				N	"This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: ""In partnership with Portland State University (PSU), allow Facilities to begin redeveloping the “Jasmine Block” property at SW 4th and SW Montgomery by conducting a preliminary site and building analysis. This property was identified as a key redevelopment site in 2014 by the City, PDC, and PSU. This supports the City’s portion in the preliminary site and building analysis 
(25% of contract services), which will inform the building size, scope, and the creation of owner agreements. Facilities Services staff will review consultant and PSU-produced materials, negotiate and complete an intergovernmental agreement and owner agreements with PSU and other building partners, as appropriate. """																													Y			INCLUDE	NA	ADDS	ONETIME										
MF_35	BIBS Facilities - Coordinated Campsite and shelt													Facilities				N	"This decision package has been added by CBO after the bureau's Requested Budget was submitted. It reflects an item included in the Requested Budget submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau's submission: ""Expand the scope of the Coordinated Campsite Cleanup program and related homeless services programs.  The package includes a Senior Management Analyst position to manage homeless related activities including shelter identification and commissioning, coordinated campsite cleanup and day storage, Right2DreamToo operations on City property, the corresponding increase in cross-bureau and interagency coordination, vendor management and contract administration, and other duties as assigned.  This could also include day storage administration and operating expenses, Right2DreamToo operating expenses, OMF project and property management services, and services provided by other bureaus.""  This decision package requested $500,000 and 1 FTE.

As per the Adopted Budget, this decision package has been amended to include a total of two 0.9 FTE Management Assistants (1.8 FTE total), and services, for a total package of $690,000.  Funding for services includes current campsites at Hazelnut Grove, Forgotten Realms, and Field of Dreams, funding for new campsites, one year of Right2DreamToo operating expenses and additional site development funding, portable toilets and dumpsters, and day storage.
"																													Y			INCLUDE	NA	ADDS	ONGOING										
MF_36	BIBS Facilities City Hall Security													Facilities				N	This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: "Improved security for elected officials, employees, and visitors at City Hall through increased security staffing and installation of a more functional and extensive duress system. Significant concerns have been expressed regarding the security of occupants and visitors to City Hall.   "																													Y			EXCLUDE	NA	ADDS											
MF_37	BRFS Procurement Sustainability Spend Analysis													Procurement				N	This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: "Analyze the City's spending from FY 2014-15 to calculate and map the greenhouse gas (GHG), water consumption, waste generation, and related environmental impacts of the City's supply chain.  The results of the analysis will form the basis for a strategic approach to reduce the City's supply chain environmental and human health impacts over time.  The GHG analysis portion of this project fulfills actions in the Climate Action Plan, while also supporting other City sustainability policies such as the City's Sustainable Procurement Policy. "																													Y			EXCLUDE	NA	ADDS											
MF_38	BRFS Revenue Digital Equity Action Plan implemen													Revenue				N	This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: "The joint City/County Digital Equity Action Plan (DEAP) will be presented to City Council/County Commission for adoption in February.  Resources are needed to implement this plan; to develop an inventory of digital inclusion programs, services, and activities that would be available on a searchable web-based tool; and to develop sustainable revenue options. "																													Y			INCLUDE	NA	ADDS											
MF_39	BRFS Procurement Construction Procurement positi													Procurement				N	This decision package has been added by CBO after the bureau's request was submitted. It reflects an item included in the submittal narrative (p.5-6) but not included as a decision package. The following narrative is from the bureau submission: "Staff are needed to work specifically with construction projects based on the large number of high dollar, complex projects coming forward during the next four to six years. Some of the City’s largest projects will be solicited and contracted by Procurement Services (for example, the Portland Building, Pioneer Courthouse Square, Willamette River Crossing, Parks bond projects, multiple PBOT road repair projects, etc.), all while needing to keep the normal volume of goods, services, construction and maintenance projects compliant and moving forward.  Positions are needed to keep up with the increased demand forecasted by the bureaus. "																													Y			EXCLUDE	NA	ADDS											
MF_40	PSSRP Savings-Reallocation													Revenue Division				N																														Y			INCLUDE	NA	REDUCTION											
MF_41	Grants - Manage Special Approps Grants													Grants				N	"This decision package was added after the OMF FY 2016-17 Requested Budget was submitted to the City Budget Office.  It proposes a strategy to implement recommendations in a City Auditor’s Report that was released on January 21, 2016.  The Requested Budget submission deadline was February 1, 2016.

This package requests $100,776 for a Financial Analyst position and associated materials and services within the Grants Management Division to manage grants made to outside organizations funded through Special Appropriations.  In response to the recommendations in Report 479 released on January 21, 2016 by the City Auditor's Office entitled ""City Council Grants: No competition and limited oversight,"" this position would allow the Grants Management Division (GMD) to ensure grant monitoring is consistent, financial transactions are accurate and timely, intended grant results are achieved and reported, and the grant results are used to inform the subsequent year's budget decisions.  The FY 2015-16 budget for Special Appropriations is $11,266,870. 

GMD provides grant management oversight to all City bureaus receiving grants, serving as a resource and conduit between city staff and granting agencies to help ensure compliance with all grant policies and federal regulations.  The current staffing level for GMD is 4 FTE.   The team is currently responsible for the management of the current grant budget of $67 million.  Grant management includes assuring that all grants are in compliance with regulations, assistance with application submissions and budget development, interpreting complex federal regulations, monitoring and billing, reviewing expenses for reimbursement eligibility, preparing and submitting reports, preparing the federally required annual Single Audit Report, and serving as a technical resource to the City bureaus.  Adding responsibility for managing and monitoring Special Appropriations grants to outside organizations is a logical extension of the Division's current duties.
"	In response to the City Auditor’s January 2016 audit of the City Council’s special appropriations process, GMD proposes to add a Financial Analyst to be responsible for management of the City’s special appropriations granted to outside organizations, to include: ensuring programmatic goals and funding objectives are aligned with the City’s core services and budget priorities; grant monitoring is consistent; financial transactions are accurate and timely, including overseeing various accounting functions, auditing documents submitted for payment for compliance with the grant agreement, coordinating development of the grant budgets with CBO; and intended grant results are achieved, reported, and used to inform the subsequent year’s budget decisions. This position will work with Council to ensure transparency, compliance with City policy, and consistent management of the special appropriation grants in all phases of the process, from funding request to final report.  The additional FTE will result in a centralized, consistent management of all grants in Special Appropriations, ensuring transparency and compliance with City policy.																												Y			INCLUDE	NA	ADDS											
MF_42	City Hall security																	N	"This package requests funding for three new security measures at City Hall. The first measure is for the installation of a more functional and extensive duress system at City Hall for $75,000 (one-time). The current duress system has limited ability to interface with other security components, is outdated, and is no longer supported by the manufacturer or any contractor.  When parts of the system fail, there are frequently no repairs available and those parts of the system are decommissioned. The system does not always work correctly, and alarms to other building tenants or security are very limited in focus. The new duress system would be a software-based system that allows users to discreetly activate a duress alarm from their workstation. The alert/alarm would be sent to the appropriate security personnel with discretion as to not escalate a potentially aggressive situation.  The system being considered comes as a base package with many optional expansions that allow tie-ins to wireless duress alarms, video inputs, audio inputs, and public announcement system outputs. The exact configuration needs to be determined in coordination with occupant needs in order to define specific costs, so this is a placeholder to allow for implementation of the base system at City Hall with some expansions. The second security measure is for two additional security cameras at City Hall for $37,000 (one-time). One security camera would be added at the 5th Avenue side of City Hall, outside the drive-through entrance of the portico, to allow visibility of the buildings across and adjacent to City Hall on 5th Avenue. There is a significant blind spot along the exterior of 5th Avenue because current cameras are located on the underside of the portico and view of 5th Avenue is obstructed. A second security camera would be added at City Council Chambers to survey the upper level, which currently has no camera coverage. The third security measure is to add security guard coverage at City Hall for $250,000 (ongoing). One guard will provide additional coverage during work, and after work hours, Monday through Friday.  The second guard will provide additional coverage during Council sessions and special events. 
"																													Y			INCLUDE	NA	ADDS											
MF_43	OMF IA Balancing																	N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$316,868 for the bureau's allocation of move of the data center from the third floor of the Portland Building; funded from contingency
$11,031 is added to the bureau budget to fund debt service for fueling station infrastructure improvements. This was previously funded through a direct cash transfer. There is not net change in cost."																													Y			INCLUDE	NA	ADDS											
MF_44	Digital Equity Action Plan Implementation																	N	The joint City/County Digital Equity Action Plan (DEAP) was approved by the City Council on April 6, 2016 (Resolution 37199). It will go to the Multnomah County Commission April 13, 2016. This decision package requests 1 Program Coordinator FTE to oversee implementation of the DEAP ($130,000) and associated position/program support costs ($19,000). The position would develop community- based organization partnerships, identify and apply for grant opportunities, oversee sustainable funding strategy and work with the tech sector and providers to address digital equity.	Outcomes include increasing the number of low-income, elderly and at-risk households with internet connectivity, devices and expertise in how to use the internet to improve lives. Evaluation metrics will be developed as part of Plan implementation. This package supports Portland Plan strategy #61 and the draft Comprehensive Plan.																												Y			EXCLUDE	NA	ADDS											
MF_45	CityFleet - Fuel Stations Shift to IAs																	N	This decision package changes the CityFleet charge to bureaus for fuel station debt service from a cash transfer to an intergency, per guidance from central accounting.																													Y			INCLUDE	NA	REDUCTION											
