org	name	tbl1	value1	value2	value3	value4	value5	value6	type	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9
P00464	CathPk MP Waterfront	CIPJ	20000101	99991231	PKS003656	0	0	0	N									
P00465	Clatsop Butte	CIPJ	20000101	99991231	PKS003441	"3,743,000"	0	0	N									
P00466	Beech Park - 1	CIPJ	20000101	99991231	PKS003657	"4,187,000"	0	0	N									
P00467	CathPk MP Imp Mid Pk	CIPJ	20000101	99991231	PKS003656	0	0	0	N									
P00468	CathPk MP Imp UpprPk	CIPJ	20000101	99991231	PKS003656	0	0	0	N									
P00469	Red Electric Trail	CIPJ	20000101	99991231	PKS003658	"3,366,000"	0	0	N									
P00470	Hoyt Arboretum	CIPJ	20000101	99991231	PKS003505	"594,000"	0	0	N									
P00471	Wildwood Tr Bridge	CIPJ	20000101	99991231	PKS003659	"3,024,000"	0	0	N									
P00472	Beech Park - 2	CIPJ	20000101	99991231	PKS003657	"3,008,000"	0	0	N									
P00473	Chinese Garden	CIPJ	20000101	99991231	PKS003648	"300,000"	0	0	N									
P00474	Crystal Spring Gardn	CIPJ	20000101	99991231	PKS003648	"300,000"	0	0	N									
P00475	Hoyt Arboretum-Cont	CIPJ	20000101	99991231	PKS003648	"300,000"	0	0	N									
P00476	Friends Groups	CIPJ	20000101	99991231	PKS003648	"1,000,000"	0	0	N									
P00477	Japanese Garden	CIPJ	20000101	99991231	PKS003648	"300,000"	0	0	N									
P00478	Halpern Fountain	CIPJ	20000101	99991231	PKS003649	"1,500,000"	0	0	N									
P00479	Leach Bot Bldg Ren	CIPJ	20000101	99991231	PKS003650	"2,388,000"	0	0	N									
P00480	Mt Tabor Facility	CIPJ	20000101	99991231	PKS003651	"701,020"	"11,196"	0	N									
P00481	Nat Area Stabilize	CIPJ	20000101	99991231	PKS003652	"3,705,000"	0	0	N									
P00482	PlayGnd ADA&Safety	CIPJ	20000101	99991231	PKS003653	"4,728,066"	0	0	N									
P00483	Sports Fields-School	CIPJ	20000101	99991231	PKS003654	"7,500,000"	0	0	N									
P00484	Skate Park-Regional	CIPJ	20000101	99991231	PKS003655	"1,000,000"	0	0	N									
P00485	Lents Walker Stadium	CIPJ	20000101	99991231	PKS003542	"2,950,000"	0	0	N									
P00486	Cully Park	CIPJ	20000101	99991231	PKS003656	"22,779,000"	0	0	N									
P00487	Forestry HQ Replace	CIPJ	20000101	99991231	PKS003322	"383,297"	"5,348"	0	N									
P00488	Mt Scott CC FCI	CIPJ	20000101	99991231	PKS003660	"7,356,000"	0	0	N									
P00489	Skate Pk-District	CIPJ	20000101	99991231	PKS003662	"3,882,000"	0	0	N									
P00490	Parklane Pool	CIPJ	20000101	99991231	PKS003440	"18,616,000"	0	0	N									
P00491	Childrens Arbor-East	CIPJ	20000101	99991231	PKS003348	"618,000"	0	0	N									
P00492	Childrens Arbor-West	CIPJ	20000101	99991231	PKS003348	"2,093,000"	0	0	N									
P00493	Acq-Riverview Cemtry	CIPJ	20000101	99991231	PKS003410	"500,000"	0	0	N									
P00494	Peninsula Pk Windows	CIPJ	20000101	99991231	PKS003470	"179,507"	0	0	N									
P00495	Lighting Retro-3 CC	CIPJ	20000101	99991231	PKS003675	"34,320"	0	0	N									
P00496	Metro Appraisals-Acq	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00497	Acq-Graphc Packaging	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00498	Acq-Red Elec Alpenrs	CIPJ	20000101	99991231	PKS003410	"6,420"	0	0	N									
P00499	N Macadam URA	CIPJ	20000101	99991231	PKS003663	"2,000,000"	0	0	N									
P00500	E Bank Asset Trans	CIPJ	20000101	99991231	PKS003664	"100,000"	0	0	N									
P00501	Community Music Ctr	CIPJ	20000101	99991231	PKS003571	"1,992,000"	0	0	N									
P00502	Whitaker Pond NA Dev	CIPJ	20000101	99991231	PKS003532	"3,290,000"	0	0	N									
P00503	Oaks Bottom Habitat	CIPJ	20000101	99991231	PKS003420	"656,000"	0	0	N									
P00504	Westmoreland Duck Pd	CIPJ	20000101	99991231	PKS003419	"1,393,000"	0	"25,310"	N									
P00505	Acq-Smith-Forest Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00506	Acq-Davis-Forest Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00507	Acq-Stern-W Ptld Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00508	Acq-Walters-W Ptl Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00509	Acq-NPGT NA-6710LLC	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00510	Chimney Pk Remodel	CIPJ	20000101	99991231	PKS003322	"477,000"	"4,674"	0	N									
P00511	Acq-Liberty Bk-Vet	CIPJ	20000101	99991231		0	0	0	N									
P00512	Acq-Hirschberger-FoP	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00513	Acq-Butler-Forest Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00514	Acq-Liberty Bk-VetCR	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00515	Ptl Tennis Ctr-Renov	CIPJ	20000101	99991231	PKS003665	"3,309,000"	0	0	N									
P00516	Couch Pk-W Rec Zone	CIPJ	20000101	99991231	PKS003667	"824,000"	0	0	N									
P00517	Errol Heights MP	CIPJ	20000101	99991231	PKS003668	"6,061,000"	0	0	N									
P00518	Natural Area Signage	CIPJ	20000101	99991231	PKS003669	"1,000,000"	0	0	N									
P00519	Rest Room repair	CIPJ	20000101	99991231	PKS003670	"2,400,000"	0	0	N									
P00520	DOLA repair-citywide	CIPJ	20000101	99991231	PKS003370	"500,000"	0	0	N									
P00521	Parklane Park MP	CIPJ	20000101	99991231	PKS003440	"6,046,000"	0	0	N									
P00522	Peninsula/ Pier Pool	CIPJ	20000101	99991231	PKS003671	"1,513,000"	0	0	N									
P00523	Pioneer CtHSMembrane	CIPJ	20000101	99991231	PKS003549	"4,659,000"	0	0	N									
P00524	So Park Bl Refurbish	CIPJ	20000101	99991231	PKS003672	"375,000"	0	0	N									
P00525	Spring Garden Pk MP	CIPJ	20000101	99991231	PKS003673	"1,457,000"	0	0	N									
P00526	Spts Field Synt Turf	CIPJ	20000101	99991231	PKS003674	"500,000"	0	0	N									
P00527	Kelly Pt Pk Trail	CIPJ	20000101	99991231	PKS002916	"273,000"	0	0	N									
P00528	St John Racq Light	CIPJ	20000101	99991231	PKS003405	"77,948"	0	0	N									
P00529	Acq-Catellus ColSlu	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00530	Fulton Pump Station	CIPJ	20000101	99991231	PKS003405	"161,335"	0	0	N									
P00531	Whitaker Pd Edu Ctr	CIPJ	20000101	99991231	PKS003666	"2,849,000"	0	0	N									
P00532	Cty-Destination Play	CIPJ	20000101	99991231	PKS003405	"1,500,000"	0	0	N									
P00533	E Holiday Mast Plan	CIPJ	20000101	99991231	PKS003316	"1,000,000"	0	0	N									
P00534	Cty Mountain Bike Tr	CIPJ	20000101	99991231	PKS003405	"1,000,000"	0	0	N									
P00535	Chimney Park Trail	CIPJ	20000101	99991231	PKS003405	"237,000"	0	0	N									
P00536	Whitaker Pd Culvert	CIPJ	20000101	99991231	PKS003678	0	0	0	N									
P00537	Gateway Plaza Dev	CIPJ	20000101	99991231	PKS003405	"1,000,000"	0	0	N									
P00538	Grant field Improve	CIPJ	20000101	99991231	PKS003614	0	0	0	N									
P00539	Acq-Veterans Cr West	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00540	3 Br McLaughlinStair	CIPJ	20000101	99991231	PKS002909	"190,640"	0	0	N									
P00541	Chimney Pk Bridge Tr	CIPJ	20000101	99991231	PKS003578	"305,316"	0	"20,000"	N									
P00542	Mtnc Fac Design	CIPJ	20000101	99991231	PKS003470	0	0	0	N									
P00543	Leach Bot Gdn MP Imp	CIPJ	20000101	99991231	PKS003676	0	0	0	N									
P00544	Acq-Fulwiler- For Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00545	Delta Pk Mtnc Fac	CIPJ	20000101	99991231	PKS003562	"800,000"	"9,600"	na	N									
P00546	EMCSWCD Comm Garden	CIPJ	20000101	99991231	PKS003462	"50,000"	0	0	N									
P00547	Acq-Dobson@Woods Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00548	Willamette Pk Improv	CIPJ	20000101	99991231	PKS003677	"655,817"	"11,414"	0	N									
P00549	Acq-Scott-Buttes NA	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00550	Acq-Sells-Dickenson	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00551	Acq-Carlberg-Woods N	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00552	Acq-Collins-For Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00553	Couch PkPlaystructur	CIPJ	20000101	99991231	PKS003405	0	0	0	N									
P00554	Acq-Werbin 54211	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00555	Acq-GoldKey- Campfir	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00556	Acq-SDS Anderson	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00557	Claradon Comm Garden	CIPJ	20000101	99991231	PKS003462	"51,890"	0	0	N									
P00558	N P Will Grn Tr Plan	CIPJ	20000101	99991231	PKS003578	"450,000"	0	0	N									
P00559	Lovejoy Columns	CIPJ	20000101	99991231	PKS003447	"228,155"	0	0	N									
P00560	Acq-Hemmerling-Cpfi	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00561	Acq-Burright-Derdorf	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00562	Marquam Nat Pk Rest	CIPJ	20000101	99991231	PKS003447	"750,000"	0	"7,576"	N									
P00563	Oaks Bottom Tr Rest	CIPJ	20000101	99991231	PKS003447	"750,000"	0	"7,812"	N									
P00564	StephensCr NA TrRest	CIPJ	20000101	99991231	PKS003447	"125,000"	0	533	N									
P00565	Terwiller Pkwy Signs	CIPJ	20000101	99991231	PKS003447	0	0	860	N									
P00566	Irving Pk SkWk Rp	CIPJ	20000101	99991231	PKS003447	0	0	0	N									
P00567	Peninsula Pk SiWk Rp	CIPJ	20000101	99991231	PKS003447	0	0	0	N									
P00568	Wtr Access Pad 54214	CIPJ	20000101	99991231	PKS003447	0	0	0	N									
P00569	Acq-Roughton@Col Slo	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00570	Acq-Fogerty@Apr Hill	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00571	Acq-10 TaxLot-For Pk	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00572	Lotus Is Pk Stabiliz	CIPJ	20000101	99991231	PKS003683	0	0	0	N									
P00573	Willamette Boat Ramp	CIPJ	20000101	99991231	PKS003684	"38,404"	0	0	N									
P00574	Acq-Knapp St Triang	CIPJ	20000101	99991231	PKS003410	"177,000"	0	0	N									
P00575	Acq-Vernetti-ButteNA	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00576	Acq-Anderson-ButteNA	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00577	Acq-In Faith-Col Slo	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00578	Acq-Jameson-Spring C	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00579	Acq-US Bank-E Buttes	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00580	Acq_Sayers-MarquamNP	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00581	Acq-Adams-Raymond	CIPJ	20000101	99991231	PKS003410				N									
P00582	Willamette Pk Swale	CIPJ	20000101	99991231	PKS003685				N									
P00583	Sellwood Pool Lead	CIPJ	20000101	99991231	PKS003645	"300,000"	0	0	N									
P00584	Tennis Ct Decomm	CIPJ	20000101	99991231	PKS003686	"220,000"	0	0	N									
P00585	Acq-Pardun-MarquamNP	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00586	MAC-StormWater PkLot	CIPJ	20000101	99991231	PKS003687	0	0	0	N									
P00587	Acq WAUD Bluff(Port)	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00588	Acq - Bealer Buttes	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00589	NE Sumner Com Garden	CIPJ	20000101	99991231	PKS003462	"33,500"	0	0	N									
P00590	Errol Heights C G	CIPJ	20000101	99991231	PKS003462	"44,307"	0	0	N									
P00591	Furey Comm Garden	CIPJ	20000101	99991231	PKS003462	"28,635"	0	0	N									
P00592	Dishman Solar Instal	CIPJ	20000101	99991231	PKS003381	"313,258"	0	0	N									
P00593	Acq -Slocom @Marquam	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00594	Splash Pad Feasibili	CIPJ	20000101	99991231	PKS003688	"10,000"	0	0	N									
P00595	Acq - Broadmoor GC	CIPJ	20000101	99991231	PKS003410				N									
P00596	Hillside CC Kitchen	CIPJ	20000101	99991231	PKS003689	"46,663"	0	0	N									
P00597	Acq - Lee @ ButtesNA	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00598	Unthank Pk  Lighting	CIPJ	20000101	99991231	PKS003690				N									
P00599	Willamette Pk Imp	CIPJ	20000101	99991231	PKS003691	0	0	0	N									
P00600	Acq - Caputo Marquam	CIPJ	20000101	99991231	PKS003410	0	0	0	N									
P00601	Pettygrove Pk	CIPJ	20000101	99991231	PKS003692	"600,000"	0	0	N									
P006010	DNU E205 Midland	CIPJ	20000101	20110630					N									
P006012	DNU E205 Argay Pk	CIPJ	20000101	20110630					N									
P00602	E205 E Holladay PG	CIPJ	20000101	99991231	PKS003702	"200,000"	"3,207"	"4,396"	N									
P00603	E205 EPCC PG	CIPJ	20000101	99991231	PKS003703	"200,000"	"3,207"	"6,984"	N									
P00604	E205 Gilbert Prmry P	CIPJ	20000101	99991231	PKS003704	"100,000"	0	"1,684"	N									
P00605	E205 Lynchwood Pk	CIPJ	20000101	99991231	PKS003705	"100,000"	"1,961"	"6,090"	N									
P00606	E205 Parklane PG	CIPJ	20000101	99991231	PKS003706	"150,000"	0	"3,283"	N									
P00607	E205 Ed Benedict	CIPJ	20000101	99991231	PKS003707	"23,500"	0	0	N									
P00608	E205 Glenfair	CIPJ	20000101	99991231	PKS003708	"20,000"	0	0	N									
P00609	E205 Cherry Pk	CIPJ	20000101	99991231	PKS003709	"20,000"	0	0	N									
P00610	E205 Midland	CIPJ	20000101	99991231	PKS003710	"20,000"	0	0	N									
P00611	E205 W Powellhurst	CIPJ	20000101	99991231	PKS003711	"20,000"	0	0	N									
P00612	E205 Argay Pk	CIPJ	20000101	99991231	PKS003712	"20,000"	0	0	N									
P00613	Acq - Tarhuni	CIPJ	20000101	99991231	PKS003713				N									
P00614	Kenton Comm Grdn	CIPJ	20000101	99991231	PKS003716	"10,000"	0	0	N									
P00615	Acq - Steinel @ WPP	CIPJ	20000101	99991231	PKS003717				N									
P00616	Acq - Mult Tax 11	CIPJ	20000101	99991231	PKS003718				N									
P00617	Acq - Mult Tax CS	CIPJ	20000101	99991231	PKS003719				N									
P00618	Acq - Nguyen @ Butte	CIPJ	20000101	99991231	PKS003720				N									
P00619	E205 Ventura Pk	CIPJ	20000101	99991231	PKS003722	"5,000"	0	0	N									
P00620	E205 Ed Benedict CG	CIPJ	20000101	99991231	PKS003723	35000	0	0	N									
P00621	N Will Grnwy Trail	CIPJ	20000101	99991231	PKS003725	"500,000"	0	0	N									
P00622	Grant Comm Garden	CIPJ	20000101	99991231	PKS003726	"15,000"	0	0	N									
P00623	Thomas Cully CG	CIPJ	20000101	99991231	PKS003727	"35,000"	0	0	N									
P00624	Lents School CG	CIPJ	20000101	99991231	PKS003728	"10,000"	0	0	N									
P00625	Gabriel CG Exp	CIPJ	20000101	99991231	PKS003729	"10,000"	0	0	N									
P00626	Acq - Dennis @ NP	CIPJ	20000101	99991231	PKS003730				N									
P00627	Acq - Col Edgewater	CIPJ	20000101	99991231	PKS003733				N									
P00628	Acq - Wygant @ RE Tr	CIPJ	20000101	99991231	PKS003734				N									
P00629	Acq - Gregory @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00630	Acq - Keyes @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00631	Acq - Kleebauer @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00632	Acq - Lahey @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00633	Acq - Manion @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00634	Acq - Morgan @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00635	Acq - Seal @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00636	Acq - Spiering @ FP	CIPJ	20000101	99991231	PKS003735				N									
P00637	Leach MP Phase 2	CIPJ	20000101	99991231	PKS003760				N									
P00638	Werbin MP	CIPJ	20000101	99991231	PKS003761				N									
P00639	Helensview CG	CIPJ	20000101	99991231	PKS003769				N									
P00640	Acq - John @ Bundy	CIPJ	20000101	99991231	PKS003771				N									
P00641	EPCC CG	CIPJ	20000101	99991231	PKS003772	"7,000"			N									
P00642	Acq - OK Enterprises	CIPJ	20000101	99991231	PKS003774				N									
P00643	Acq - Curtis	CIPJ	20000101	99991231	PKS003775				N									
P00644	Mt Tabor CG	CIPJ	20000101	99991231	PKS003776	"50,000"	0	"6,992"	N									
P00645	Acq -Stonewater @ FP	CIPJ	20000101	99991231	PKS003777				N									
P00646	Canoe Launch	CIPJ	20000101	99991231	PKS003778	"293,212"	0	0	N									
P00647	Butler Building Demo	CIPJ	20000101	99991231	PKS003779				N									
P00648	Acq - Boczki @ Butte	CIPJ	20000101	99991231	PKS003780				N									
P00649	King School Court	CIPJ	20000101	99991231	PKS003782	"20,000"			N									
P00650	Riverview Rest	CIPJ	20000101	99991231	PKS003784	"250,000"	na	0	N									
P00651	Columbia Pool	CIPJ	20000101	99991231	PKS003785				N									
P00652	Piccolo Park	CIPJ	20000101	99991231	PKS003788	"7,000"			N									
P00653	SW G Transition	CIPJ	20000101	99991231	PKS003790	"8,600,000"	0	0	N									
P00654	Sellwood Wall	CIPJ	20000101	99991231	PKS003791				N									
P00655	EPCC Door	CIPJ	20000101	99991231	PKS003792				N									
P00656	Delta Park Fields	CIPJ	20000101	99991231	PKS003793				N									
P00657	Acq - Nelson	CIPJ	20000101	99991231	PKS003794				N									
P00658	Acq - Gregory	CIPJ	20000101	99991231	PKS003798				N									
P00659	Acq - Broadmoor Inc	CIPJ	20000101	99991231	PKS003806				N									
P00660	Acq - Elrod	CIPJ	20000101	99991231	PKS003807				N									
P00661	Centennial CG	CIPJ	20000101	99991231	PKS003816	"56,700"	NA	"2,415"	N									
P00662	Oliver CG	CIPJ	20000101	99991231	PKS003817	"56,700"	NA	"2,442"	N									
P00663	Marshall Playgrd	CIPJ	20000101	99991231	PKS003819	"288,590.00"	0	0	N									
P00664	Leach Bot Grdn3	CIPJ	20000101	99991231	PKS003820	"2,290,000"	"22,000"	0	N									
P00665	Foster Trail	CIPJ	20000101	99991231	PKS003821				N									
P00666	Oak Bttm Drainage	CIPJ	20000101	99991231	PKS003822				N									
P00667	NE Marine Dr 185th	CIPJ	20000101	99991231	PKS003823				N									
P00668	Caruthers Repairs	CIPJ	20000101	99991231	PKS003824	"450,000"	na	na	N									
P00669	I-5 Canoe	CIPJ	20000101	99991231	PKS003826		0	0	N									
P00670	King BBall	CIPJ	20000101	99991231	PKS003782				N									
P00671	Picccolo Fountain	CIPJ	20000101	99991231	PKS003788				N									
P00672	Harper's PG	CIPJ	20000101	99991231	PKS003736				N									
P00673	Acq - Moyer	CIPJ	20000101	99991231	PKS003831				N									
P00674	Acq - Williams	CIPJ	20000101	99991231	PKS003832				N									
P00675	Fernhill Track	CIPJ	20000101	99991231	PKS003835				N									
P00676	Acq - Neketin	CIPJ	20000101	99991231	PKS003838				N									
P00677	UF Security Gate	CIPJ	20000101	99991231	PKS003840	"25,500.00"	0	0	N									
P00678	Acq - Palioca	CIPJ	20000101	99991231	PKS003841				N									
P00679	Acq - MultCo	CIPJ	20000101	99991231	PKS003843				N									
P00680	ActiveNet	CIPJ	20000101	99991231	PKS003844				N									
P00681	CIP Database	CIPJ	20000101	99991231	PKS003845				N									
P00682	MicroMain	CIPJ	20000101	99991231	PKS003846				N									
P00683	Columbia ANX  PLGRD	CIPJ	20000101	99991231	PKS003847				N									
P00684	St Johns Plgrd	CIPJ	20000101	99991231	PKS003851				N									
P00685	Columbia Plgrd	CIPJ	20000101	99991231	PKS003852				N									
P00686	Acq - Johnson	CIPJ	20000101	99991231	PKS003853				N									
P00687	KFD Flare	CIPJ	20000101	99991231	PKS003857				N									
P00688	Acq - Hardy	CIPJ	20000101	99991231	PKS003859				N									
P00689	SWCC Solar	CIPJ	20000101	99991231	PKS003860				N									
P00690	Northgate Plygd	CIPJ	20000101	99991231	PKS003881	"50,000.00"	0	0	N									
P00691	Acq On Point	CIPJ	20000101	99991231	PKS003892				N									
P00692	Acq - Rogers	CIPJ	20000101	99991231	PKS003897				N									
P00693	Acq - Scott	CIPJ	20000101	99991231	PKS003898				N									
P00694	Acq - Halton	CIPJ	20000101	99991231	PKS003903				N									
P00695	Customer Service	CIPJ	20000101	99991231	PKS003906				N									
P00696	Jordan Security	CIPJ	20000101	99991231	PKS003909				N									
P00697	Acq Kirschof	CIPJ	20140601	99991231	PKS003912				N									
P00698	Acq Barnett	CIPJ	20140701	99991231	PKS003913				N									
P00699	West Parking	CIPJ	20140701	99991231	PKS003914	"450,000"	"6,990"	0	N									
P00700	Washington Pk Paving	CIPJ	20140630	99991231	PKS003915				N									
P00701	Berkeley Park Tennis	CIPJ	20140601	99991231	PKS003919				N									
P00702	Willamette Park DOLA	CIPJ	20140601	99991231	PKS003920	"393,000"	"4,738"	0	N									
P00703	Willamette Pathways	CIPJ	20140601	99991231	PKS003921	"983,113"	"15,822"	0	N									
P00704	Wash Park Stormwater	CIPJ	20140601	99991231	PKS003922	"2,500,000"	"7,480"	0	N									
P00705	Acq - Far @ Marshall	CIPJ	20140701	99991231	PKS003928				N									
P00706	Acq Stonewater 2	CIPJ	20140701	99991231					N									
P00707	Mt Scott CC DDC	CIPJ	20140701	99991231	PKS003931	"46,699"	0	0	N									
P00708	Montavilla CC DDC	CIPJ	20140701	99991231	PKS003932	"31,376"	0	0	N									
P00709	Peninsula CC DDC	CIPJ	20140701	99991231	PKS003933	"23,641"	0	0	N									
P00710	Wilson Pool DDC	CIPJ	20140701	99991231	PKS003934	"21,161"	0	0	N									
P00711	Columbia Pool DDC	CIPJ	20140701	99991231	PKS003935	"44,510"	0	0	N									
P00712	MAC DDC Controls	CIPJ	20140701	99991231	PKS003936	"35,754"	0	0	N									
P00713	Mt Scott HVAC	CIPJ	20140701	99991231	PKS003937	"818,000"	0	0	N									
P00714	Acq HOA	CIPJ	20140701	99991231	PKS003938				N									
P00715	Charles Jordan DDC	CIPJ	20140701	99991231	PKS003939	"107,262"	0	0	N									
P00716	East Portland DDC	CIPJ	20140701	99991231	PKS003940	"119,958"	0	0	N									
P00717	Southwest DDC	CIPJ	20140701	99991231	PKS003941	"60,563"	0	0	N									
P00718	CM Parking	CIPJ	20140701	99991231	PKS003944				N									
P00719	Washington Park Eq	CIPJ	20140701	99991231	PKS003945				N									
P00720	Acq Leshgold	CIPJ	20140701	99991231	PKS003946				N									
P00721	Halprin LID	CIPJ	20140701	99991231	PKS003947	"2,100,000"	0	0	N									
P00722	Forest Park Renew	CIPJ	20150101	99991231		"172,500"	0	0	N									
P00723	Zither Pond	CIPJ	20150101	99991231		"668,000"	0	0	N									
P00724	Skavone Lighting	CIPJ	20150101	99991231		"828,000"	0	0	N									
P00725	Acq Ross Island	CIPJ	20150101	99991231	PKS003946				N									
P00726	Acq UP @ FP	CIPJ	20140701	99991231					N									
P00727	Acq Williams FP	CIPJ	20140701	99991231					N									
P00728	Acq Comroe	CIPJ	20140701	99991231					N									
P00729	Acq Foster	CIPJ	20140701	99991231					N									
P00730	Acq Starpointe	CIPJ	20140701	99991231					N									
P00731	Acq Fitchett	CIPJ	20140701	99991231					N									
P00732	Acq Low @ Woods NA	CIPJ	20140701	99991231					N									
P00733	Lents Sports Field	CIPJ	20150701	99991231		"90,000"		0	N									
P00734	Duniway Field	CIPJ	20150701	99991231		"90,000"		0	N									
P00735	Acq DDSD Buttes	CIPJ	20150701	99991231					N									
P00736	Landing Trail	CIPJ	20150701	99991231					N									
P00737	Stasser Turf	CIPJ	20150701	99991231					N									
P00738	Acq Kloucek	CIPJ	20150701	99991231					N									
P00739	Kingsley CG	CIPJ	20150701	99991231		"50,000"	0		N									
P00740	Boiler Replacement	CIPJ	20160101	99991231		837600		0	N									
P00741	Mt Scott Roof	CIPJ	20160101	99991231		"2,570,000"		0	N									
P00742	Acq Elfers	CIPJ	20160101	99991231					N									
P00743	Acq Elfers FT	CIPJ	20160101	99991231					N									
P00744	Acq Calvert Acquisit	CIPJ	20160101	99991231					N									
P00745	SWCC Solar Panels	CIPJ	20160401	99991231					N									
P10001	Non Central City	CIPJ	20000101	99991231	PKS003879	Ongoing	0	"32,396"	N									
P10002	Central City	CIPJ	20000101	99991231	PKS003880	Ongoing	0	"33,775"	N									
P10003	Non Central Acq	CIPJ	20000101	99991231	PKS003888	Ongoing	NA	595	N									
P10004	ACQ PPS WASHINGTON-M	CIPJ	20000101	99991231	PKS003349	0	0	0	N									
P10005	Central City Acq	CIPJ	20000101	99991231	PKS003889	Ongoing	NA	716	N									
P10006	SennsDairyPk Dev-Old	CIPJ	20000101	99991231	PKS003478	0	0	0	N									
P10007	Gates House Rental	CIPJ	20000101	99991231	PKS003264	0	0	0	N									
P10008	ACQ NE - COLWOOD DON	CIPJ	20000101	99991231	PKS003264	0	0	0	N									
P10012	SDC Acqs Comm Gdn	CIPJ	20000101	99991231	PKS003264	0	0	0	N									
P10013	SDC Local Park Dev	CIPJ	20000101	99991231	PKS003478	Ongoing	0	0	N									
P10015	ACQ FERNHILL PPS PUT	CIPJ	20000101	99991231	PKS003264	0	0	0	N									
P10016	ACQ WHITAKER PONDS P	CIPJ	20000101	99991231	PKS003264	0	0	0	N									
P10017	SDC Local Park Acq	CIPJ	20000101	99991231	PKS003261	Ongoing	0	0	N									
P10018	SDC City Wide Compon	CIPJ	20000101	99991231	PKS003477	"3,721,200"	0	0	N									
P10019	Col Slough  Tr-Old	CIPJ	20000101	99991231	PKS003556	"460,000"	0	0	N									
P10020	SDC Leach CIP #3477	CIPJ	20000101	99991231	PKS003480	0	0	0	N									
P10021	Marine Drive Gap Tra	CIPJ	20000101	99991231	PKS003351	"3,804,563"	0	0	N									
P10023	SprWater-Sel Gap-Old	CIPJ	20000101	99991231	PKS003157	0	0	0	N									
P10096	S Isl W Bluff Tr-Old	CIPJ	20000101	99991231	PKS003535	0	0	0	N									
P10105	Gil Hts Pk Dev-Old	CIPJ	20000101	99991231	PKS003478	0	0	0	N									
P10111	Kelly Point Park Can	CIPJ	20000101	99991231	PKS003342	0	0	0	N									
P10115	OE-SDC acq Community	CIPJ	20000101	99991231	PKS003565	0	0	0	N									
P10116	Ter Tr Dev-Old	CIPJ	20000101	99991231	PKS003442	0	0	0	N									
P10117	Chinese Gdn SDC Grnt	CIPJ	20000101	99991231	PKS003477	"300,000"	0	0	N									
P10118	Rhody Gdn SDC Grnt	CIPJ	20000101	99991231	PKS003477	0	0	0	N									
P10119	Japan Ddn-SDC Gr-Old	CIPJ	20000101	99991231	PKS003477	0	0	0	N									
P10120	Hoyt Gdn-SDC Gr-Old	CIPJ	20000101	99991231	PKS003477	0	0	0	N									
P10121	SDC City Park Acq	CIPJ	20000101	99991231	PKS003261	Ongoing	0	0	N									
P10145	ACQ TR SELLWOOD GAP	CIPJ	20000101	99991231	PKS003157	0	0	0	N									
